Public ref. number,States (EN),Elect. group (EN),Region. group (EN),Year of inscription,Decision No.,Type of candidature,National or Multinational,Title (EN),Short description (EN)
1276,Italy,Group I,Europe and North America,2019,14.COM 10.b.19,Representative List,National,Celestinian forgiveness celebration,"Celestinian Forgiveness is a traditional celebration inspired by Pope Celestine V, who issued a historical bull as an act of partnership among local populations. Taking place in the city and province of L'Aquila, the tradition comprises a set of rituals and celebrations. The 'Forgiveness Walk' involves a candlelight procession along a traditional itinerary marked by the lighting of tripods in twenty-three villages. Participants walk with three main characters symbolizing hospitality, solidarity and peace. The community's constant participation in the celebration has ensured its viability over time."
1395,Italy,Group I,Europe and North America,2021,16.COM 8.b.18,Representative List,National,"Truffle hunting and extraction in Italy, traditional knowledge and practice","Italian truffle hunting and extraction is a set of practices that has been transmitted orally for centuries. With the help of a dog, the truffle hunters, or tartufai, identify the areas where the underground fungus grows. They then use a spade to extract the truffles without disturbing the soil conditions. A source of revenue for many rural communities, truffle hunting involves a wide range of skills and knowledge related to the management of natural ecosystems. It is also associated with popular feasts that mark the beginning and end of the truffle season."
53,Jamaica,Group III,Latin America and the Caribbean,2008,3.COM 1,Representative List,National,Maroon heritage of Moore Town,
1398,Jamaica,Group III,Latin America and the Caribbean,2018,13.COM 10.b.18,Representative List,National,Reggae music of Jamaica,"Originating within the cultural space of marginalized groups, mainly in Western Kingston, the Reggae Music of Jamaica combines musical influences from earlier Jamaican forms as well as Caribbean, North American and Latin strains. Its basic functions as a vehicle of social commentary, as a cathartic experience, and means of praising God remain unchanged, and the music continues to provide a voice for all. Students are taught how to play it from an early age, and festivals and concerts are central to ensuring its viability."
163,Japan,Group IV,Asia and the Pacific,2008,3.COM 1,Representative List,National,Kabuki theatre,
64,Japan,Group IV,Asia and the Pacific,2008,3.COM 1,Representative List,National,Ningyo Johruri Bunraku puppet theatre,
12,Japan,Group IV,Asia and the Pacific,2008,3.COM 1,Representative List,National,N�gaku theatre,
273,Japan,Group IV,Asia and the Pacific,2009,4.COM 13.46,Representative List,National,Akiu no Taue Odori,
274,Japan,Group IV,Asia and the Pacific,2009,4.COM 13.47,Representative List,National,Chakkirako,
276,Japan,Group IV,Asia and the Pacific,2009,4.COM 13.48,Representative List,National,Daimokutate,
275,Japan,Group IV,Asia and the Pacific,2009,4.COM 13.49,Representative List,National,Dainichido Bugaku,
265,Japan,Group IV,Asia and the Pacific,2009,4.COM 13.50,Representative List,National,Gagaku,
272,Japan,Group IV,Asia and the Pacific,2009,4.COM 13.51,Representative List,National,Hayachine Kagura,
266,Japan,Group IV,Asia and the Pacific,2009,4.COM 13.54,Representative List,National,"Ojiya-chijimi, Echigo-jofu: techniques of making ramie fabric in Uonuma region, Niigata Prefecture",
271,Japan,Group IV,Asia and the Pacific,2009,4.COM 13.55,Representative List,National,Oku-noto no Aenokoto,
278,Japan,Group IV,Asia and the Pacific,2009,4.COM 13.57,Representative List,National,Traditional Ainu dance,
405,Japan,Group IV,Asia and the Pacific,2010,5.COM 6.24,Representative List,National,"Kumiodori, traditional Okinawan musical theatre",
406,Japan,Group IV,Asia and the Pacific,2010,5.COM 6.25,Representative List,National,"Yuki-tsumugi, silk fabric production technique",
411,Japan,Group IV,Asia and the Pacific,2011,6.COM 13.25,Representative List,National,"Mibu no Hana Taue, ritual of transplanting rice in Mibu, Hiroshima","Mibu no Hana Taue is a Japanese agricultural ritual asking the rice deity to assure an abundant rice harvest. It takes place in two communities of Hiroshima Prefecture on the first Sunday of June after rice transplanting is completed. Villagers, cattle, an elder leader and colourfully dressed girls re-enact the stages of planting and transplanting a rice field specially reserved for this event. Participants sing accompanied by drums, flutes and small gongs. Transmission is ensured by the elders who also oversee the ritual's smooth execution."
412,Japan,Group IV,Asia and the Pacific,2011,6.COM 13.27,Representative List,National,"Sada Shin Noh, sacred dancing at Sada shrine, Shimane","Sada Shin Noh comprises a series of purification dances as part of the ritual changing of the rush mats performed every year on 24 and 25 September at the Sada Shrine in Matsue City, Japan. Dancers hold the rush mats to purify them before offering them to the deities to sit upon. Diverse types of dance are performed on a stage specially constructed within the shrine, accompanied by singing, flute and drums. Sada Shin Noh is transmitted from generation to generation by the community."
413,Japan,Group IV,Asia and the Pacific,2012,7.COM 11.19,Representative List,National,"Nachi no Dengaku, a religious performing art held at the Nachi fire festival","Nachi no Dengaku is a Japanese folk performing art danced at Kumano Nachi Shrine during the annual Nachi Fire Festival. This key component of the festival takes the form of ritual dancing to flute music and drums for an abundant harvest of rice crops. It is performed by one flute player, four drummers, four players of Binzasara, a musical string instrument, and two others. Eight to ten performers dance to the music in a variety of formations. There are 22 repertoires, each performed in 45 minutes."
869,Japan,Group IV,Asia and the Pacific,2013,8.COM 8.17,Representative List,National,"Washoku, traditional dietary cultures of the Japanese, notably for the celebration of New Year","Washoku is a comprehensive set of skills, knowledge and traditions relating to the preparation and consumption of food, and respect for natural resources. Typically seen during Japanese New Year celebrations, it takes the form of special meals and beautifully decorated dishes using fresh ingredients, each of which has a symbolic meaning. These are shared by family members or collectively among communities. The basic knowledge and skills related to Washoku are passed down in the home at shared mealtimes."
1001,Japan,Group IV,Asia and the Pacific,2014,9.COM 10.22,Representative List,National,"Washi, craftsmanship of traditional Japanese hand-made paper","The traditional craft of hand-making paper, or Washi, is practised in three communities in Japan. The paper is made from fibres of the paper mulberry and used for letter writing and books, but also to make paper screens, room dividers and sliding doors. Families and their employees work under masters who have inherited the techniques from their parents. The communities play roles in keeping this craftsmanship viable, ranging from the cultivation of mulberry, training in the techniques and the creation of new Washi products."
